product_name,handle,vendor,product_type,variant_title,price,sku,available
BioSteel New Era Youth Red Mesh Snapback,copy-of-biosteel-new-era-adult-red-mesh-snapback,Biosteel-CA,Merchandise,Default Title,39.99,950NE-KR,True
Sports Drink / Blue Cherry - 12 Pack,blue-cherry-12-pack,Biosteel-CA,Sports Drinks,Default Title,39.99,RTD-BCJAYS-12,False
HYDRATION MIX / Pineapple Yuzu - 24 Packet,hydration-mix-pineapple-yuzu-24-servings,BioSteel Sports Nutrition Inc. Canada,Sports Hydration Mix,Pineapple Yuzu / 24 x 7g,39.99,001-B24PY,False
BioSteel 50qt Cooler,biosteel-50qt-cooler,BioSteel Canada,,Default Title,149.00,BSCOOL50QT-SH,True
BioSteel 60qt Cooler,biosteel-60qt-cooler,BioSteel Canada,,Default Title,199.00,BSCOOL5-SH,True
Sports Drink / Strawberry Kiwi - 12 Pack,sports-drink-strawberry-kiwi-12-pack,Biosteel-CA,Sports Drinks,Default Title,39.99,RTD-SK-12,False
SPORTS DRINK / Blue Frost 12 PACK,sports-drink-blue-frost-12-pack,Biosteel-CA,Sports Drinks,Default Title,39.99,RTD-BF-12,False
Sports Drink / Tropical Citrus - 12 Pack,sports-drink-tropical-citrus-12-pack,Biosteel-CA,Sports Drinks,Default Title,39.99,RTD-TRCJAYS-12,False
BioSteel Bucket,biosteel-bucket,BioSteel Sports Nutrition Inc. Canada,Merchandise,Default Title,9.99,BSBUCKET,False
HYDRATION MIX / Variety Pack - 30 Packets,hydration-mix-variety-pack-30-packets,BioSteel Sports Nutrition Inc. Canada,Sports Hydration Mix,Default Title,44.99,001-B30VAUS,True
Plant-Based Protein / Mint Chocolate - 14 Servings,plant-based-protein-mint-chocolate,Biosteel-sd,Proteins,Mint Chocolate / 462g,34.99,060-MC,False
Plant-Based Protein / Pumpkin Pie - 14 Servings,plant-based-protein-pumpkin-pie-14-servings,Biosteel-sd,Proteins,Pumpkin Pie / 462g,34.99,060-PP,False
BioSteel Patch Red,biosteel-patches,BioSteel Sports Nutrition Inc. Canada,Merchandise,Default Title,10.00,red-patch,False
BioSteel Round 5g Cooler,biosteel-round-5g-cooler,BioSteel Canada,,Default Title,199.00,325,True
BioSteel 110qt Cooler,biosteel-110qt-cooler,BioSteel Canada,,Default Title,199.00,325-110qt-SH,True
BIOSTEEL - COUNTERTOP COOLER,biosteel-countertop-cooler,Biosteel-CA,Merchandise,Default Title,699.99,BIO-G3-0A34B,False
HYDRATION MIX / Green Apple - 7 Packets,hydration-mix-green-apple-7-serving-packets,Biosteel-sd,Sports Hydration Mix,Green Apple / 7 x 7g,11.99,011-07GA,False
HYDRATION MIX / Pineapple Passion - 7 Packets,hydration-mix-pineapple-passion-7-serving-packets,Biosteel-sd,Sports Hydration Mix,Pineapple Passion / 7 x 7g,11.99,011-07PP,False
HYDRATION MIX / Tart Cherry - 7 Packets,hydration-mix-tart-cherry-7-serving-packets,Biosteel-sd,Sports Hydration Mix,Tart Cherry / 7 x 7g,11.99,011-07TC,False
BIOSTEEL PURIST BOTTLE,biosteel-purist-bottle,Biosteel-CA,Merchandise,Default Title,9.99,0301,False
"HYDRATION MIX / Variety Pack - 15 Packets (Tart Cherry, Pineapple Passionfruit, Green Apple)",hydration-mix-variety-pack-30-packets-tart-cherry-pineapple-passionfruit-green-apple,BioSteel Sports Nutrition Inc. Canada,Sports Hydration Mix,Default Title,20.99,011-15MIX,False
BioSteel White Polo (Duval),biosteel-white-polo-duval,Biosteel-CA,Merchandise,S,34.99,BSDWITPOLO-S,False
BioSteel White Polo (Duval),biosteel-white-polo-duval,Biosteel-CA,Merchandise,M,34.99,BSDWITPOLO-M,False
BioSteel White Polo (Duval),biosteel-white-polo-duval,Biosteel-CA,Merchandise,L,34.99,BSDWITPOLO-L,False
BioSteel White Polo (Duval),biosteel-white-polo-duval,Biosteel-CA,Merchandise,XL,34.99,BSDWITPOLO-XL,False
BioSteel White Polo (Duval),biosteel-white-polo-duval,Biosteel-CA,Merchandise,XXL,34.99,BSDWITPOLO-XXL,True
BioSteel White Polo (Duval),biosteel-white-polo-duval,Biosteel-CA,Merchandise,XXXL,34.99,BSDWITPOLO-XXXL,False
BioSteel Red Polo (Duval),biosteel-red-polo-duval,Biosteel-CA,Merchandise,S,34.99,BSDUVALPOLOR-S,False
BioSteel Red Polo (Duval),biosteel-red-polo-duval,Biosteel-CA,Merchandise,M,34.99,BSDUVALPOLOR-M,True
BioSteel Red Polo (Duval),biosteel-red-polo-duval,Biosteel-CA,Merchandise,L,34.99,BSDUVALPOLOR-L,False
BioSteel Red Polo (Duval),biosteel-red-polo-duval,Biosteel-CA,Merchandise,XL,34.99,BSDUVALPOLOR-XL,False
BioSteel Red Polo (Duval),biosteel-red-polo-duval,Biosteel-CA,Merchandise,XXL,34.99,BSDUVALPOLOR-XXL,True
BioSteel Red Polo (Duval),biosteel-red-polo-duval,Biosteel-CA,Merchandise,XXXL,34.99,BSDUVALPOLOR-XXXL,False
BioSteel Grey Baby Blanket (Sherpa Blanket) (0+ months),biosteel-grey-baby-blanket-sherpa-blanket-0,Biosteel-CA,Merchandise,0+ Months,19.99,GRBABYBLANKET-0M,True
HYDRATION MIX / Rainbow Twist - 7 Packets,hydration-mix-rainbow-twist-7-serving-packets,Biosteel-sd,Sports Hydration Mix,Rainbow Twist / 7 x 7g,11.99,CA-011-07RT,True
HYDRATION MIX / Pink Lemonade - 45 Servings,hydration-mix-pink-lemonade-45-servings,Biosteel-sd,Sports Hydration Mix,Pink Lemonade / 315g,59.99,001-315PL,True
Sports Drink / Iced Tea Lemonade - 12 Pack,sports-drink-iced-tea-lemonade-12-pack,Biosteel-CA,Sports Drinks,Default Title,39.99,RTD-ITL-12,True
Sports Drink / Variety Pack - 24 Pack,sports-drink-variety-pack-24-pack,Biosteel-CA,Sports Drinks,Default Title,69.99,1727753,True
HYDRATION MIX / Iced Tea Lemonade - 7 Packets,hydration-mix-iced-tea-lemonade-7-packets,BioSteel Canada,Sports Hydration Mix,Iced Tea Lemonade / 7 x 7g,11.99,011-07ITL,True
BioSteel Round 10g Cooler,biosteel-round-10g-cooler,BioSteel Canada,,Default Title,249.99,325,True
HYDRATION MIX / Mixed Berry - 16 Servings,hydration-mix-mixed-berry-16-servings,Biosteel-CA,Sports Hydration Mix,Mixed Berry / 16 x 7g,24.99,011-16MB,True
HYDRATION MIX / Pink Lemonade - 16 Servings,hydration-mix-pink-lemonade-16-servings,Biosteel-CA,Sports Hydration Mix,Pink Lemonade / 16 x 7g,24.99,011-16PL,True
HYDRATION MIX / Peach Mango - 16 Servings,hydration-mix-peach-mango-16-servings,Biosteel-CA,Sports Hydration Mix,Peach Mango / 16 x 7g,24.99,011-16PM,True
HYDRATION MIX / Rainbow Twist - 16 Servings,hydration-mix-rainbow-twist-16-servings-1,Biosteel-CA,Sports Hydration Mix,Rainbow Twist / 16 x 7g,24.99,011-16RT,True
HYDRATION MIX / White Freeze - 16 Servings,hydration-mix-white-freeze-16-servings-1,Biosteel-CA,Sports Hydration Mix,White Freeze / 16 x 7g,24.99,011-16WF,True
HYDRATION MIX / Blue Raspberry - 16 Servings,hydration-mix-blue-raspberry-16-servings-1,Biosteel-CA,Sports Hydration Mix,Blue Raspberry / 16 x 7g,24.99,011-16BR,True
HYDRATION MIX / Mixed Berry - 24 Packets,hydration-mix-mixed-berry-24-serving-packet,Biosteel-CA,Sports Hydration Mix,Mixed-Berry / 24 x 7g,39.99,001-B24MB,True
SPORT MUSHROOM,sm,BioSteel Canada,,Default Title,29.99,800-SMUS,True
Essential Electrolytes,essential-electrolytes,Biosteel-CA,High Dose,7 Packs,19.99,002-BLUS-7,False
Essential Electrolytes,essential-electrolytes,Biosteel-CA,High Dose,30 Packs,59.99,002-BLUS-30,False
HYDRATION MIX / Blood Orange - 24 Packets,hydration-mix-blood-orange-24-serving-packets,Biosteel-CA,Sports Hydration Mix,Blood Orange / 24 x 7g,39.99,001-B24BO,False
HYDRATION MIX / Green Apple - 24 Packets,hydration-mix-green-apple-24-serving-packets,Biosteel-CA,Sports Hydration Mix,Green Apple / 24 x 7g,39.99,001-B24GA,False
HYDRATION MIX / Peach Mango - 24 Packets,hydration-mix-peach-mango-24-serving-packet,BioSteel Sports Nutrition Inc. Canada,Sports Hydration Mix,Peach Mango / 24 x 7g,39.99,001-B24PM,True
HYDRATION MIX / Lemon Lime - 24 Packets,hydration-mix-lemon-lime-24-serving-packets,Biosteel-CA,Sports Hydration Mix,Lemon-Lime / 24 x 7g,39.99,001-B24LL,True
HYDRATION MIX / Pink Lemonade - 20 Servings,hydration-mix-pink-lemonade-20-servings,BioSteel Sports Nutrition Inc. Canada,Sports Hydration Mix,Pink Lemonade / 140g,29.99,001-140PL,False
SPORTS DRINK / Blue Raspberry 6x4 Pack,sports-drink-blue-raspberry-6x4-expires-on-06-29-2025,BioSteel Sports Nutrition Inc. Canada,,Default Title,69.99,CA-RTD-BR-24-003P,False
Creatine - 72 Servings,creatine-72-servings,Biosteel-CA,Specialty Nutrition,Default Title,24.99,800-180CRUS,True
Fermented Glutamine,fermented-glutamine,Biosteel-CA,Specialty Nutrition,Default Title,24.99,002-GLU,False
Sport Collagen Blend,sport-collagen-blend,Biosteel-CA,Specialty Nutrition,Default Title,34.99,080-200,False
BioSteel x Igloo® 30 qt Cooler,biosteel-30-qt-cooler,BioSteel Canada,Merchandise,Default Title,79.99,BSCOOL3QT-SH,True
#CAMP Fleece Hooded Sweatshirt,camp-fleece-hooded-sweatshirt,Biosteel-CA,Merchandise,S,74.99,CH-SMALL,True
#CAMP Fleece Hooded Sweatshirt,camp-fleece-hooded-sweatshirt,Biosteel-CA,Merchandise,M,74.99,CH-MED,False
#CAMP Fleece Hooded Sweatshirt,camp-fleece-hooded-sweatshirt,Biosteel-CA,Merchandise,L,74.99,CH-LARGE,False
#CAMP Fleece Hooded Sweatshirt,camp-fleece-hooded-sweatshirt,Biosteel-CA,Merchandise,XL,74.99,CH-XLARGE,False
#CAMP Short Sleeve Performance Tee,short-sleeve-performance-tee,Biosteel-CA,Merchandise,S,39.99,CT-SMALL,True
#CAMP Short Sleeve Performance Tee,short-sleeve-performance-tee,Biosteel-CA,Merchandise,M,39.99,CT-MED,False
#CAMP Short Sleeve Performance Tee,short-sleeve-performance-tee,Biosteel-CA,Merchandise,L,39.99,CT-LARGE,False
#CAMP Short Sleeve Performance Tee,short-sleeve-performance-tee,Biosteel-CA,Merchandise,XL,39.99,CT-XLARGE,False
HYDRATION MIX / Sample Pack,hydration-mix-sample-pack,BioSteel Canada,Sports Hydration Mix,Mystery Flavour / 1 x 7g,4.99,001-SAMPLE,True
HYDRATION MIX / Iced Tea Lemonade - 20 Servings,hydration-mix-iced-tea-lemonade-20-servings,BioSteel Sports Nutrition Inc. Canada,Sports Hydration Mix,Default Title,29.99,CA-001-140ITL-010,True
HYDRATION MIX / Iced Tea Lemonade - 45 Servings,hydration-mix-iced-tea-lemonade-45-servings,BioSteel Sports Nutrition Inc. Canada,Sports Hydration Mix,Iced Tea Lemonade / 315g,59.99,CA-001-315ITL-007,True
HYDRATION MIX / Iced Tea Lemonade - 16 Servings,hydration-mix-iced-tea-lemonade-16-packets,BioSteel Canada,Sports Hydration Mix,Iced Tea Lemonade / 16 x 7g,24.99,011-16ITL,True
BioSteel x Hockey Benders – HYDRATION MIX / Bender Blue Frost - 45 Servings,hydration-mix-bender-blue-frost-45-servings,BioSteel,Sports Hydration Mix,Default Title,59.99,001-315HB-BB,True
Hawthorne Tech Hoodie,hawthorne-tech-hoodie,Biosteel-CA,Merchandise,S,79.99,BSMHOODG-S,True
Hawthorne Tech Hoodie,hawthorne-tech-hoodie,Biosteel-CA,Merchandise,M,79.99,BSMHOODG-M,True
Hawthorne Tech Hoodie,hawthorne-tech-hoodie,Biosteel-CA,Merchandise,L,79.99,BSMHOODG-L,True
Hawthorne Tech Hoodie,hawthorne-tech-hoodie,Biosteel-CA,Merchandise,XL,79.99,BSMHOODG-XL,True
Hawthorne Tech Hoodie,hawthorne-tech-hoodie,Biosteel-CA,Merchandise,XXL,79.99,BSMHOODG-XXL,True
Hawthorne Tech Jogger,hawthorne-tech-jogger,Biosteel-CA,Merchandise,S,79.99,BSMJOGGER-S,True
Hawthorne Tech Jogger,hawthorne-tech-jogger,Biosteel-CA,Merchandise,M,79.99,BSMJOGGER-M,True
Hawthorne Tech Jogger,hawthorne-tech-jogger,Biosteel-CA,Merchandise,L,79.99,BSMJOGGER-L,True
Hawthorne Tech Jogger,hawthorne-tech-jogger,Biosteel-CA,Merchandise,XL,79.99,BSMJOGGER-XL,True
Hawthorne Tech Jogger,hawthorne-tech-jogger,Biosteel-CA,Merchandise,XXL,79.99,BSMJOGGER-XXL,True
Men's Peak Zip (Grey),mens-peak-zip,Biosteel-CA,Merchandise,S,49.99,BSMZIPGREY-S,True
Men's Peak Zip (Grey),mens-peak-zip,Biosteel-CA,Merchandise,M,49.99,BSMZIPGREY-M,True
Men's Peak Zip (Grey),mens-peak-zip,Biosteel-CA,Merchandise,L,49.99,BSMZIPGREY-L,True
Men's Peak Zip (Grey),mens-peak-zip,Biosteel-CA,Merchandise,XXL,49.99,BSMZIPGREY-XXL,True
Men's Peak Zip (Grey),mens-peak-zip,Biosteel-CA,Merchandise,XXXL,49.99,BSMZIPGREY-XXXL,True
Men's Peak Zip (White),mens-peak-zip-white,Biosteel-CA,Merchandise,S,49.99,BSMZIPWHITE-S,False
Men's Peak Zip (White),mens-peak-zip-white,Biosteel-CA,Merchandise,L,49.99,BSMZIPWHITE-L,False
Men's Peak Zip (Flame Red),mens-peak-zip-flame-red,Biosteel-CA,Merchandise,XL,49.99,BSMZIPRED -XL,False
Dash Long Sleeve Tee,dash-long-sleeve-tee,Biosteel-CA,Merchandise,S,39.99,BSMDALSW-S,True
Dash Long Sleeve Tee,dash-long-sleeve-tee,Biosteel-CA,Merchandise,M,39.99,BSMDALSW-M,True
Dash Long Sleeve Tee,dash-long-sleeve-tee,Biosteel-CA,Merchandise,L,39.99,BSMDALSW-L,True
Dash Long Sleeve Tee,dash-long-sleeve-tee,Biosteel-CA,Merchandise,XL,39.99,BSMDALSW-XL,True
Dash Long Sleeve Tee,dash-long-sleeve-tee,Biosteel-CA,Merchandise,XXL,39.99,BSMDALSW-XXL,True
District BioSteel Tee - Men's,district-biosteel-tee-mens,Biosteel-CA,Merchandise,L,29.99,BSDISTRED-L,False
District BioSteel Tee - Men's,district-biosteel-tee-mens,Biosteel-CA,Merchandise,XL,29.99,BSDISTRED-XL,False
District BioSteel Tee - Women's,district-biosteel-tee-womens,Biosteel-CA,Merchandise,L,29.99,BSDISTRED-WL,True
Gildan Soft Style Tee - Men's,gildan-soft-style-tee-mens,Biosteel-CA,Merchandise,S,29.99,BSGILSOFTRED-S,True
Gildan Soft Style Tee - Men's,gildan-soft-style-tee-mens,Biosteel-CA,Merchandise,XL,29.99,BSGILSOFTRED-XL,False
Gildan Ring Spun Tee - Women's,gildan-ring-spun-tee-womens,Biosteel-CA,Merchandise,S,29.99,BSGILRINGRED-WS,False
Gildan Ring Spun Tee - Women's,gildan-ring-spun-tee-womens,Biosteel-CA,Merchandise,M,29.99,,False
Baby Rabbit Skin Onesie (Grey w/ Red),baby-rabbit-skin-onesie-grey-w-red,Biosteel-CA,Merchandise,6 Months,19.99,BSBABYGRYR-6M,True
Baby Rabbit Skin Onesie (Grey w/ Red),baby-rabbit-skin-onesie-grey-w-red,Biosteel-CA,Merchandise,12 Months,19.99,BSBABYGRYR-12M,True
Baby Rabbit Skin Onesie (Grey w/ Charcoal),baby-rabbit-skin-onesie-grey-w-charcoal,Biosteel-CA,Merchandise,6 Months,19.99,BSBABYGRYC-6M,True
Baby Rabbit Skin Onesie (Grey w/ Charcoal),baby-rabbit-skin-onesie-grey-w-charcoal,Biosteel-CA,Merchandise,12 Months,19.99,,False
PLANT-BASED PROTEIN / Vanilla - Single Serve,plant-based-protein-vanilla-sample,Biosteel-CA,Proteins,Vanilla / 33g,1.99,068-33-NSF,True
